Time(ms),USB(mA),USB Voltage(V),
np.float64(0.40044474601745605),np.float64(233.72806478265468),np.float64(4.91725),
np.float64(0.4006309509277344),np.float64(233.95306546791608),np.float64(4.916625),
np.float64(0.4008309841156006),np.float64(234.13836014989604),np.float64(4.91675),
np.float64(0.4010329246520996),np.float64(233.34424008426757),np.float64(4.916375),
np.float64(0.4012298583984375),np.float64(233.5427701006747),np.float64(4.916875),
np.float64(0.4014308452606201),np.float64(233.0265920580162),np.float64(4.916375),
np.float64(0.4016458988189697),np.float64(235.43542292375588),np.float64(4.91375),
np.float64(0.4018406867980957),np.float64(237.32807574683704),np.float64(4.913875),
np.float64(0.4020347595214844),np.float64(236.24277832381148),np.float64(4.91525),
np.float64(0.40224671363830566),np.float64(234.44277284172028),np.float64(4.917375),
np.float64(0.40242600440979004),np.float64(233.93983013348893),np.float64(4.915625),
np.float64(0.40262603759765625),np.float64(233.5427701006747),np.float64(4.91725),
np.float64(0.40282583236694336),np.float64(229.66481711352236),np.float64(4.919625),
np.float64(0.40304088592529297),np.float64(230.47217251357796),np.float64(4.91775),
np.float64(0.4032449722290039),np.float64(231.58394060545783),np.float64(4.918),
np.float64(0.40344691276550293),np.float64(232.8412973760362),np.float64(4.917),
np.float64(0.40363168716430664),np.float64(233.0927687301519),np.float64(4.918),
np.float64(0.40383291244506836),np.float64(232.20600132353346),np.float64(4.917625),
np.float64(0.40403199195861816),np.float64(232.8412973760362),np.float64(4.9185),
np.float64(0.4042239189147949),np.float64(233.17218073671475),np.float64(4.917),
np.float64(0.40444493293762207),np.float64(233.3177694154133),np.float64(4.918),
np.float64(0.40463995933532715),np.float64(233.569240769529),np.float64(4.917625),
np.float64(0.4048349857330322),np.float64(233.7677707859361),np.float64(4.918),
np.float64(0.40505003929138184),np.float64(233.2515927432776),np.float64(4.917375),
np.float64(0.40524888038635254),np.float64(234.33689016630316),np.float64(4.917625),
np.float64(0.4054408073425293),np.float64(232.85453271046336),np.float64(4.918),
np.float64(0.40562891960144043),np.float64(233.9663008023432),np.float64(4.917375),
np.float64(0.40584278106689453),np.float64(235.1574809007859),np.float64(4.91625),
np.float64(0.40604209899902344),np.float64(235.7001296122987),np.float64(4.916375),
np.float64(0.40624284744262695),np.float64(234.8663035433888),np.float64(4.917125),
np.float64(0.4064369201660156),np.float64(233.59571143838326),np.float64(4.918),
np.float64(0.4066307544708252),np.float64(233.1854160711419),np.float64(4.916875),
np.float64(0.40692710876464844),np.float64(234.13836014989604),np.float64(4.916625),
np.float64(0.4070618152618408),np.float64(234.66777352698168),np.float64(4.917375),
np.float64(0.4072418212890625),np.float64(234.72071486469025),np.float64(4.91725),
np.float64(0.40743184089660645),np.float64(233.95306546791608),np.float64(4.917625),
np.float64(0.4076368808746338),np.float64(233.5824761039561),np.float64(4.918125),
np.float64(0.4078340530395508),np.float64(233.79424145479038),np.float64(4.917875),
np.float64(0.4080319404602051),np.float64(233.05306272687048),np.float64(4.917625),
np.float64(0.408250093460083),np.float64(234.2839488285946),np.float64(4.9175),
np.float64(0.4084498882293701),np.float64(233.6089467728104),np.float64(4.9175),
np.float64(0.4086587429046631),np.float64(233.35747541869472),np.float64(4.917375),
np.float64(0.40885496139526367),np.float64(233.34424008426757),np.float64(4.917),
np.float64(0.40905070304870605),np.float64(232.96041538588048),np.float64(4.9175),
np.float64(0.40925002098083496),np.float64(233.52953476624756),np.float64(4.91725),
np.float64(0.4094240665435791),np.float64(233.79424145479038),np.float64(4.91775),
np.float64(0.40964484214782715),np.float64(233.66188811051896),np.float64(4.9175),
np.float64(0.4098358154296875),np.float64(236.0310129729772),np.float64(4.915),
np.float64(0.41003990173339844),np.float64(236.24277832381148),np.float64(4.916125),
np.float64(0.4102346897125244),np.float64(235.46189359261015),np.float64(4.91775),
np.float64(0.4104268550872803),np.float64(233.70159411380038),np.float64(4.91725),
np.float64(0.41062283515930176),np.float64(233.1589454022876),np.float64(4.9185),
np.float64(0.4108247756958008),np.float64(232.31188399895058),np.float64(4.91775),
np.float64(0.41103672981262207),np.float64(233.5162994318204),np.float64(4.918),
np.float64(0.41124391555786133),np.float64(230.26040716274372),np.float64(4.919625),
np.float64(0.41144895553588867),np.float64(230.61776119227653),np.float64(4.91925),
np.float64(0.4116368293762207),np.float64(232.36482533665915),np.float64(4.9175),
np.float64(0.4118330478668213),np.float64(233.6751234449461),np.float64(4.91725),
np.float64(0.41204380989074707),np.float64(233.6089467728104),np.float64(4.918375),
np.float64(0.4122281074523926),np.float64(232.29864866452343),np.float64(4.91775),
np.float64(0.4124419689178467),np.float64(232.81482670718194),np.float64(4.918375),
np.float64(0.4126420021057129),np.float64(232.39129600551342),np.float64(4.916875),
np.float64(0.4128386974334717),np.float64(233.4104167564033),np.float64(4.917375),
np.float64(0.41304683685302734),np.float64(233.84718279249893),np.float64(4.918),
np.float64(0.4132378101348877),np.float64(233.11923939900618),np.float64(4.916625),
np.float64(0.41344690322875977),np.float64(233.7677707859361),np.float64(4.91725),
np.float64(0.41364192962646484),np.float64(234.27071349416747),np.float64(4.91775),
np.float64(0.4138529300689697),np.float64(233.62218210723753),np.float64(4.916625),
np.float64(0.4140458106994629),np.float64(234.03247747447892),np.float64(4.916375),
np.float64(0.41424083709716797),np.float64(235.8589536254244),np.float64(4.91575),
np.float64(0.4144399166107178),np.float64(234.98542155323307),np.float64(4.917625),
np.float64(0.4146389961242676),np.float64(232.7354147006191),np.float64(4.918),
np.float64(0.41483473777770996),np.float64(233.63541744166469),np.float64(4.917375),
np.float64(0.4150419235229492),np.float64(234.0589481433332),np.float64(4.9175),
np.float64(0.4152519702911377),np.float64(234.2839488285946),np.float64(4.91675),
np.float64(0.4154527187347412),np.float64(234.16483081875032),np.float64(4.918),
np.float64(0.4156510829925537),np.float64(233.29129874655902),np.float64(4.918),
np.float64(0.41583991050720215),np.float64(234.07218347776035),np.float64(4.9175),
np.float64(0.41603589057922363),np.float64(233.70159411380038),np.float64(4.9182500000000005),
np.float64(0.416226863861084),np.float64(233.14571006786048),np.float64(4.9175),
np.float64(0.41645312309265137),np.float64(233.9001241302075),np.float64(4.91725),
np.float64(0.41664886474609375),np.float64(232.98688605473478),np.float64(4.9175),
np.float64(0.41684484481811523),np.float64(233.62218210723753),np.float64(4.917125),
np.float64(0.4170558452606201),np.float64(233.92659479906177),np.float64(4.91675),
np.float64(0.41724371910095215),np.float64(234.66777352698168),np.float64(4.917375),
np.float64(0.41744399070739746),np.float64(233.5824761039561),np.float64(4.917),
np.float64(0.4176318645477295),np.float64(236.54719101563572),np.float64(4.914625),
np.float64(0.41785168647766113),np.float64(236.20307232053005),np.float64(4.915875),
np.float64(0.41805005073547363),np.float64(235.06483355979591),np.float64(4.91725),
np.float64(0.41825199127197266),np.float64(234.66777352698168),np.float64(4.916375),
np.float64(0.41844701766967773),np.float64(234.17806615317747),np.float64(4.91775),
np.float64(0.4186379909515381),np.float64(233.5824761039561),np.float64(4.917125),
np.float64(0.4188358783721924),np.float64(232.4177666743677),np.float64(4.91925),
np.float64(0.41902780532836914),np.float64(231.57070527103068),np.float64(4.917125),
np.float64(0.4192488193511963),np.float64(233.10600406457905),np.float64(4.9182500000000005),
np.float64(0.4194459915161133),np.float64(232.0207066415535),np.float64(4.9185),
np.float64(0.41973876953125),np.float64(232.07364797926203),np.float64(4.918125),
np.float64(0.4198598861694336),np.float64(232.55012001863912),np.float64(4.918125),
np.float64(0.42005181312561035),np.float64(233.476593428539),np.float64(4.917625),
np.float64(0.4202418327331543),np.float64(233.84718279249893),np.float64(4.91725),
np.float64(0.4204599857330322),np.float64(233.88688879578035),np.float64(4.917625),
np.float64(0.420656681060791),np.float64(232.76188536947336),np.float64(4.918),
np.float64(0.420853853225708),np.float64(233.0265920580162),np.float64(4.9175),
np.float64(0.42104482650756836),np.float64(233.1589454022876),np.float64(4.9182500000000005),
np.float64(0.42124199867248535),np.float64(233.35747541869472),np.float64(4.91675),
np.float64(0.4214451313018799),np.float64(233.8339474580718),np.float64(4.917625),
np.float64(0.42163777351379395),np.float64(233.82071212364465),np.float64(4.917),
np.float64(0.4218590259552002),np.float64(233.62218210723753),np.float64(4.917),
np.float64(0.4220757484436035),np.float64(233.7677707859361),np.float64(4.91775),
np.float64(0.4222679138183594),np.float64(233.39718142197614),np.float64(4.91725),
np.float64(0.4224519729614258),np.float64(234.3765961695846),np.float64(4.91525),
np.float64(0.42266392707824707),np.float64(236.07071897625863),np.float64(4.916625),
np.float64(0.42286086082458496),np.float64(234.65453819255455),np.float64(4.917625),
np.float64(0.4230668544769287),np.float64(233.26482807770472),np.float64(4.917),
np.float64(0.4232649803161621),np.float64(233.9927714711975),np.float64(4.917375),
np.float64(0.42347097396850586),np.float64(234.42953750729313),np.float64(4.916875),
np.float64(0.4236767292022705),np.float64(234.25747815974032),np.float64(4.916125),
np.float64(0.4238708019256592),np.float64(234.69424419583598),np.float64(4.91675),
np.float64(0.42406296730041504),np.float64(234.27071349416747),np.float64(4.91775),
np.float64(0.42426371574401855),np.float64(234.04571280890605),np.float64(4.916625),
np.float64(0.42446088790893555),np.float64(234.08541881218747),np.float64(4.916375),
np.float64(0.42465782165527344),np.float64(233.92659479906177),np.float64(4.9175),
np.float64(0.4248538017272949),np.float64(233.5427701006747),np.float64(4.91775),
np.float64(0.42505478858947754),np.float64(233.70159411380038),np.float64(4.917),
np.float64(0.4252457618713379),np.float64(233.79424145479038),np.float64(4.917),
np.float64(0.4254438877105713),np.float64(233.8339474580718),np.float64(4.917375),
np.float64(0.4256439208984375),np.float64(233.72806478265468),np.float64(4.918),
np.float64(0.425861120223999),np.float64(232.98688605473478),np.float64(4.91725),
np.float64(0.4260578155517578),np.float64(234.04571280890605),np.float64(4.91725),
np.float64(0.4262509346008301),np.float64(233.29129874655902),np.float64(4.91725),
np.float64(0.4264559745788574),np.float64(233.3177694154133),np.float64(4.917375),
np.float64(0.42665886878967285),np.float64(233.8339474580718),np.float64(4.917),
np.float64(0.42687201499938965),np.float64(234.29718416302174),np.float64(4.917),
np.float64(0.4270648956298828),np.float64(233.87365346135323),np.float64(4.918),
np.float64(0.42725396156311035),np.float64(233.14571006786048),np.float64(4.916875),
np.float64(0.42748188972473145),np.float64(233.5824761039561),np.float64(4.916625),
np.float64(0.4276719093322754),np.float64(234.0589481433332),np.float64(4.917),
np.float64(0.4278738498687744),np.float64(233.75453545150896),np.float64(4.91625),
np.float64(0.42806482315063477),np.float64(233.84718279249893),np.float64(4.91725),
np.float64(0.4282658100128174),np.float64(233.66188811051896),np.float64(4.917375),
np.float64(0.42846202850341797),np.float64(233.71482944822753),np.float64(4.917),
np.float64(0.42868971824645996),np.float64(233.43688742525757),np.float64(4.918125),
np.float64(0.42885875701904297),np.float64(232.97365072030763),np.float64(4.9175),
np.float64(0.429074764251709),np.float64(233.27806341213187),np.float64(4.9175),
np.float64(0.4292631149291992),np.float64(233.0265920580162),np.float64(4.917125),
np.float64(0.4294707775115967),np.float64(233.05306272687048),np.float64(4.917375),
np.float64(0.4296698570251465),np.float64(233.59571143838326),np.float64(4.9165),
np.float64(0.4298679828643799),np.float64(233.6751234449461),np.float64(4.9182500000000005),
np.float64(0.4300878047943115),np.float64(233.34424008426757),np.float64(4.917),
np.float64(0.43027496337890625),np.float64(234.40306683843886),np.float64(4.91625),
np.float64(0.43047380447387695),np.float64(233.97953613677035),np.float64(4.918),
np.float64(0.43067288398742676),np.float64(232.16629532025203),np.float64(4.9182500000000005),
np.float64(0.4308657646179199),np.float64(234.13836014989604),np.float64(4.9165),
np.float64(0.43106508255004883),np.float64(234.7339501991174),np.float64(4.917125),
np.float64(0.4312708377838135),np.float64(233.88688879578035),np.float64(4.9175),
np.float64(0.4314849376678467),np.float64(233.52953476624756),np.float64(4.917375),
np.float64(0.4316747188568115),np.float64(233.55600543510184),np.float64(4.91725),
np.float64(0.43187403678894043),np.float64(234.16483081875032),np.float64(4.917),
np.float64(0.43207693099975586),np.float64(236.2560136582386),np.float64(4.915),
np.float64(0.4322700500488281),np.float64(236.8648390418871),np.float64(4.915),
np.float64(0.4325838088989258),np.float64(236.00454230412294),np.float64(4.9165),
np.float64(0.43268394470214844),np.float64(235.06483355979591),np.float64(4.916125),
np.float64(0.4328727722167969),np.float64(234.76042086797167),np.float64(4.91725),
np.float64(0.4330768585205078),np.float64(233.95306546791608),np.float64(4.9165),
np.float64(0.4332699775695801),np.float64(231.53099926774925),np.float64(4.9205000000000005),
np.float64(0.4334709644317627),np.float64(230.19423049060802),np.float64(4.9186250000000005),
np.float64(0.4336707592010498),np.float64(231.33246925134213),np.float64(4.918),
np.float64(0.4338669776916504),np.float64(232.0339419759806),np.float64(4.9185),
np.float64(0.43409204483032227),np.float64(233.07953339572475),np.float64(4.91725),
np.float64(0.4342808723449707),np.float64(233.21188673999617),np.float64(4.9165),
np.float64(0.4344818592071533),np.float64(234.49571417942886),np.float64(4.917375),
